id	domain	subdomain	source_lang	target_lang	source_text	reference_text	provenance_id	source_sha256	stress_kind	parent_id
ID-LIT-028	in-domain	reading-room-article	he	ru	עתה אמנם יודעים הפלוסופים , שאין שקר ואין אולת אשר לא תוכל לבוא עליו 'ההסכמה הכללית', אם אך תנאי החיים נאותים לזה.	Теперь, однако, философы знают, что нет такой лжи и такого безумия, которые не могли бы получить «всеобщего согласия», если только условия жизни этому благоприятствуют.	public/data/benyehuda/canon-v4.zip#library/by-10:10	45bc504fab84e026b403b07fd29ef65f094f0f51fabb3d33c5609d57f1896d16	none	
ID-LIT-029	in-domain	reading-room-prose	he	ru	מדמנה בחוצות וקרום כפור דק זעֵיר שם עליה.	На улицах грязь, и кое-где на ней лежит тонкая корка инея.	public/data/benyehuda/canon-v4.zip#library/by-113:10	e6fcff1ba4bc0da91e55b8ef1e8f3513e0cc42d4a267d7208d77249123b6f43a	none	
ID-LIT-030	in-domain	reading-room-poetry	he	ru	מוֹלֵךְ עַל זִרְמֵי בְנֵי־אָדָם רַעְנַנִּים,	Царящий над потоками цветущих сынов человеческих,	public/data/benyehuda/canon-v4.zip#library/by-174:2	b68039eee06c3a81a9566079ef0e8829eae23b97ebfa2f235ed0d6346b66d515	none	
ID-LIT-031	in-domain	reading-room-article	he	ru	– זה הוא בקירוב מהלך הרעיונות של האיש הפשוט, בדעת או בלי דעת ברורה, ומתוך כך הוא מסכים גם מצדו ונעשׂה בעצמו חלק מן 'ההסכמה'.	Таков приблизительно ход мыслей простого человека — осознанный или не вполне осознанный; поэтому и он со своей стороны соглашается и сам становится частью «согласия».	public/data/benyehuda/canon-v4.zip#library/by-10:11	36fec78f3985f485d386b519391bf922f4c8ba0f2d0375f9e5d1c04eed02a727	none	
ID-LIT-032	in-domain	reading-room-prose	he	ru	עוד מעט ופתותי שלג נופלות ארצה, ואחריהן – גשם שוטף וקר.	Ещё немного — и снежинки падают на землю, а вслед за ними льёт холодный проливной дождь.	public/data/benyehuda/canon-v4.zip#library/by-113:11	cab4f27223db54a83114b4621ae7aa1ace3661c33087aa7bd2dd3250ca9809ef	none	
ID-LIT-033	in-domain	reading-room-poetry	he	ru	אֵל דּוֹר אַדִּירִים וּנְפִילִים בָּאָרֶץ,	Бог поколения могучих и исполинов на земле,	public/data/benyehuda/canon-v4.zip#library/by-174:3	647b58a2b2b8285ba7bd8b6ba014545e21f24731de352402e9c20b8ceb65c60b	none	
ID-LIT-034	in-domain	reading-room-article	he	ru	וכל־כך גדול כוח 'ההסכמה', עד שעל הרוב לא יוכל האדם למַלט נפשו מפעולתה גם כשהוא עצמו הוא 'הדבר המוסכם'.	Сила «согласия» столь велика, что чаще всего человек не может избавиться от его воздействия даже тогда, когда он сам является «предметом согласия».	public/data/benyehuda/canon-v4.zip#library/by-10:12	e15844e231c49648201ef3b335fb4ed509226dd47ad5785e9e86019db565ea78	none	
ID-LIT-035	in-domain	reading-room-prose	he	ru	אך לא לעולם חוסן האכזר הזקן.	Но не вечно продлится власть жестокого старика.	public/data/benyehuda/canon-v4.zip#library/by-113:12	a1e90fd863c5d06f51064615e2e0fb5236f9ab1f1aacbb01e46a05fd5ce7ecc0	none	
ID-LIT-036	in-domain	reading-room-poetry	he	ru	כּוֹבֵשׁ בִּזְרוֹעוֹ גַּם גְּבוּל שׁוֹכְנֵי רָמִים	Покоряющий своей рукой и предел обитателей высот,	public/data/benyehuda/canon-v4.zip#library/by-174:4	a2368c670b7ba6519ef3ca081444e8f4abed50307ffcebc1e6a20d7ef82488a9	none	
ID-LIT-037	in-domain	reading-room-article	he	ru	"אם 'כל העולם' אומרים על פלוני שגדול הוא בחכמה או ביראה, שיש בו מדה פלונית, טובה או רעה, – סופו להסכים לזה גם בעצמו, אע""פ שמתחלה לא מצא בנפשו אותו היתרון או החסרון שאחרים מיחסים לו."	Если «весь мир» говорит о таком-то человеке, что он велик мудростью или богобоязненностью либо что ему присуще такое-то качество, хорошее или дурное, — в конце концов он и сам с этим соглашается, хотя первоначально не находил в себе ни того достоинства, ни того недостатка, которые приписывали ему другие.	public/data/benyehuda/canon-v4.zip#library/by-10:13	30aa7b219223586c100b873d4f641d9be9a227aeec6406226f025b4a7722f130	none	
ID-LIT-038	in-domain	reading-room-prose	he	ru	עוד שבוע, עוד שבועים וקצו יבוא.	Ещё неделя, ещё две — и придёт его конец.	public/data/benyehuda/canon-v4.zip#library/by-113:13	a900785cd824b3332e3604cbf0bad0a31383c3598059b91ea3f0de9c178e9ebd	none	
ID-LIT-039	in-domain	reading-room-poetry	he	ru	לָשִׁית נוֹסָפוֹת עַל סוֹד מוֹשְׁלֵי תֵבֵל;	Чтобы прибавиться к сонму властителей мира;	public/data/benyehuda/canon-v4.zip#library/by-174:5	e64bff7b04469fdff561e2d85f51c0f28c147dedd8ec8a008754e369dff8afa5	none	
ID-LIT-040	in-domain	reading-room-article	he	ru	ולא זו בלבד אלא שההסכמה הזאת מצד 'המוסכם' עצמו פועלת מעט מעט על תכונת רוחו עד שמקרבתו באמת (או, לפחות, מולידה בו נטיה להתקרב) אל המצב ההוא שרואה בו 'כל העולם'.	И не только это: согласие самого «предмета согласия» понемногу воздействует на склад его духа, пока действительно не приближает его — или по крайней мере не порождает в нём склонности приблизиться — к тому состоянию, в котором его видит «весь мир».	public/data/benyehuda/canon-v4.zip#library/by-10:14	f57e7988921ad82d288d9e23239516c202e39daca4f6f87690ff7d8543fca51f	none	
ID-LIT-041	in-domain	reading-room-prose	he	ru	יד הצעיר המלא כוח-עלומים תגבר עליו, ויירשנו; אולם מי יעצור כוח לשׂאת את ידו הקשה עד העת ההיא?	Рука молодого, полного юношеской силы, одолеет его и унаследует его власть; но кто сумеет вынести его тяжёлую руку до той поры?	public/data/benyehuda/canon-v4.zip#library/by-113:14	37e7a1291648850ec0c86c7d29d6462962c0f08932e8c90942b80afbd142cc88	none	
ID-LIT-042	in-domain	reading-room-poetry	he	ru	דּוֹר אֵל בָּאָרֶץ, שְׁכוּר שֶׁפַע הַחַיִּים,	Поколение-бог на земле, опьянённое изобилием жизни,	public/data/benyehuda/canon-v4.zip#library/by-174:6	15fb1e25c8f7a176b9b95a0aaf4e33abea2357d096909f25a587943dd22a4c61	none	
ID-LIT-043	in-domain	reading-room-article	he	ru	על כן יזהירו הפדגוגים בצדק, לבלתי עורר את הילדים על מגרעותיהם המוסריות בראשית התפתחותן, וכל שכּן לבלתי יחס להם מגרעות שאין בהם, כי על ידי זה אפשר שנחזק בלבם את הראשונות ונוליד בם נטיה להאחרונות.	Поэтому педагоги справедливо предостерегают: не следует обращать внимание детей на их нравственные недостатки в самом начале их развития, а тем более приписывать им недостатки, которых у них нет, ибо этим можно укрепить в их сердцах первые и породить склонность ко вторым.	public/data/benyehuda/canon-v4.zip#library/by-10:15	0a7a7e6fbeddffbc46313a8e3cbefbf0a4ea3615490916558244f091bc0714ac	none	
ID-LIT-044	in-domain	reading-room-prose	he	ru	יש אשר החורף והאביב מתחלפים זה בזה פעמים אחדות ביום אחד.	Бывает, что зима и весна несколько раз сменяют друг друга в течение одного дня.	public/data/benyehuda/canon-v4.zip#library/by-113:15	7c7051169b76e1d8bf7282c6c011f3773725cc8e4dbe0932f864a2a040272c80	none	
ID-LIT-045	in-domain	reading-room-poetry	he	ru	נָכְרִי לְגוֹי חוֹלֶה וּלְבֵית הַכּוֹאֲבִים.	Чуждый больному народу и дому скорбящих.	public/data/benyehuda/canon-v4.zip#library/by-174:7	cbf9b65edc3deb0858b4e03dcce66e2fe1e42e7f9d3010b9a2947dba0cabd893	none	
ID-LIT-046	in-domain	reading-room-article	he	ru	ואולם, הדבר מובן, כי 'כל העולם' אינו אחד לכל אחד.	Однако понятно, что «весь мир» для каждого человека не один и тот же.	public/data/benyehuda/canon-v4.zip#library/by-10:16	3df240c9451d750b624f1f4e11fe4e6fefe1602106ec6b89fa068b12c8ba8b4e	none	
ID-LIT-047	in-domain	reading-room-prose	he	ru	ביחוד רע ומר אז לנשים נושׂאות הסלים.	Особенно тяжело и горько в такую пору женщинам, несущим корзины.	public/data/benyehuda/canon-v4.zip#library/by-113:16	dc3608f080e0b22d4fdf9d8e7fdf80212630ca10a1a188388869c00a59ea0aa3	none	
ID-LIT-048	in-domain	reading-room-poetry	he	ru	אֵל גִּיל הַחַיִּים בְּכָל עָשְׁרָם וַהֲדָרָם,	Бог радости жизни во всём её богатстве и великолепии,	public/data/benyehuda/canon-v4.zip#library/by-174:8	db3e1281ed4558e791970928d87453b5959c7f5dd182688853aa0c54a6998953	none	
ID-LIT-049	in-domain	reading-room-article	he	ru	האדם רואה 'עולמו' רק באותה החברה שהוא חושב עצמו לחלק ממנה ורואה באישיה אנשים הקרובים לו מאיזה צד; אבל אין אדם חושב למאומה הסכמת אנשים שרוחם זרה לו לגמרי, שאינו מרגיש בנפשו שום יחס פנימי בינו ובינם.	Человек видит свой «мир» только в том обществе, частью которого считает себя и в членах которого видит людей, в чём-либо близких ему; согласие же людей, чей дух ему совершенно чужд и с которыми он не ощущает никакой внутренней связи, ничего для него не значит.	public/data/benyehuda/canon-v4.zip#library/by-10:17	99a2d57f3568ffbdf7bd6564aef97f0d465102a3b7e3b38b2307e378a43af42a	none	
ID-LIT-050	in-domain	reading-room-prose	he	ru	הגשם והשלג יורדים ארצה ומרטיבים את בגדיהן.	Дождь и снег падают на землю и промачивают их одежду.	public/data/benyehuda/canon-v4.zip#library/by-113:17	a2261daafd3f55f2b0e556ded8c3ca1f5b3ce59040e38e54550448add7adcbea	none	
ID-LIT-051	in-domain	reading-room-poetry	he	ru	בָּאתִי עָדֶיךָ, - הַאִם הִכַּרְתָּנִי?	Я пришёл к тебе — узнал ли ты меня?	public/data/benyehuda/canon-v4.zip#library/by-174:9	bbf6f6489712bd33d0146ab3ab594a657c3ece02dde63a72c208384ce80eb58f	none	
ID-LIT-052	in-domain	reading-room-article	he	ru	ככה אין האוֹרתוֹדוֹכּסים והמשׂכילים שלנו שׂמים לב כלל אלו להסכמתם של אלו, אף בדברים שאינם נוגעים לאמונה ודת, ושׂחקם ולעגם של אלו על אלו אינו עושׂה שום רושם בלבם של שניהם, לפי שכּל אחת משתי הכּתּות רואה את חברתה כאלו אינה.	Так наши ортодоксы и просветители совершенно не считаются с мнением друг друга даже в вопросах, не касающихся веры и религии; смех и насмешки одних над другими не производят впечатления ни на тех, ни на других, потому что каждая из двух групп смотрит на другую так, словно её не существует.	public/data/benyehuda/canon-v4.zip#library/by-10:18	64070975e7a2fbe366b418699be4433ad0f3ca916db4480ba1d1860998463464	none	
ID-LIT-053	in-domain	reading-room-prose	he	ru	כל עצמותיהן רועדות מקור והן שולחות את אצבעותיהן הקופאות אל קדירות הגחלים אשר תחתיהן, ופתאום תגיח קרה ובגדיהן הרטובים מהגשם ומהשלג ידבקו אל בשׂרן, הפירות והתופינים אשר בסליהן יקפאו.	Все их кости дрожат от холода; они протягивают замерзающие пальцы к горшкам с углями под ними, и вдруг ударяет мороз: одежда, промокшая от дождя и снега, прилипает к телу, а фрукты и сладости в корзинах замерзают.	public/data/benyehuda/canon-v4.zip#library/by-113:18	551551e2c314b47dab995c71499be50c1a723293193c4e73307b4cd84e9649ff	none	
ID-LIT-054	in-domain	reading-room-poetry	he	ru	הִנְנִי הַיְּהוּדִי: רִיב לָנוּ לְעוֹלָמִים!…	Вот я, еврей: наш спор — навеки!…	public/data/benyehuda/canon-v4.zip#library/by-174:10	c94883b42c527094355b3433433826f2c0af65a383039c7f9fe788fdfb1e1f83	none	
ID-LIT-055	in-domain	reading-room-article	he	ru	ואולם כשתנאי החיים מכריחים את בני הכתות השונות להמצא במשׂא ומתן תמידי זה עם זה והם מתרגלים לראות זה בזה קודם כל את האדם, – אז יתרחב 'עולמם' והשקפותיהם סובלות שנויים רבים על פי הסכמת 'העולם' במובנו החדש.	Но когда условия жизни заставляют людей из разных групп постоянно иметь дело друг с другом и они привыкают видеть друг в друге прежде всего человека, их «мир» расширяется, а взгляды претерпевают множество изменений под воздействием согласия «мира» в его новом значении.	public/data/benyehuda/canon-v4.zip#library/by-10:19	d98c52b4948fdccdbf03543182306a3f5d18712586265c8eca89be4bc701356e	none	
ID-LIT-056	in-domain	reading-room-prose	he	ru	הנה השמש יופיע מבין העננים ומחומו יימס הכפור אשר על הבגדים ויהי למים נוטפים ארצה, והנשים תשאפנה אל קרבן את האוויר החם במאמצי-כוח.	Вот солнце показывается из-за облаков; от его тепла иней на одежде тает и превращается в воду, капающую на землю, а женщины изо всех сил втягивают в себя тёплый воздух.	public/data/benyehuda/canon-v4.zip#library/by-113:19	1ebc5540acb17d7081791cab9877970a4c0f18df6cf2eb077b1cf0847cef83b6	none	
ID-LIT-057	in-domain	reading-room-poetry	he	ru	לְמַלֵּא עַד פִּיהָ בִּשְׁאוֹנָם וַהֲמוֹנָם.	Наполнить её до краёв их шумом и гомоном.	public/data/benyehuda/canon-v4.zip#library/by-174:11	cac14277ea29c1f360dd29fa90aa92f4b38cee0cca7de8fc3387c74a6bc6f30b	none	
ID-LIT-058	in-domain	reading-room-article	he	ru	לפיכך, בדורות שעברו, כשהיו אבותינו מאמינים בפשטו של 'אתה בחרתנו', לא היתה החרפּה שחרפום האומות פועלת כלל על טוהר נפשם פנימה.	Поэтому в прошлых поколениях, когда наши предки буквально верили в слова «Ты избрал нас», оскорбления народов совершенно не воздействовали на внутреннюю чистоту их душ.	public/data/benyehuda/canon-v4.zip#library/by-10:20	b9e12953d0bce16a328370919163998e52bd99db7450deaabf38696d37e4a581	none	
ID-LIT-059	in-domain	reading-room-prose	he	ru	וכעבור רגעים מספר יתחולל עוד הפעם רוח קר ויביא עננים שחורים בכנפיו, השמש איננו ופתותי שלג גדולות יורדות ומכסות את הנשים וסחורותיהן גם יחד.	И через несколько мгновений снова поднимается холодный ветер, несущий на своих крыльях чёрные тучи; солнце исчезает, и крупные снежинки падают, покрывая и женщин, и их товары.	public/data/benyehuda/canon-v4.zip#library/by-113:20	d73f45e9adbb648bb961fe993cbed2e31ad28f1151b5262519b673aee32a0038	none	
ID-LIT-060	in-domain	reading-room-poetry	he	ru	שְׁחָקִים וְרַחַב עֲרָבוֹת הֵן קָצְרוּ	Небеса и простор степей оказались тесны,	public/data/benyehuda/canon-v4.zip#library/by-174:12	443a0207137b62d4d8fbe4361854f87233043f9d4155ae78b094dcfb77e88633	none	
ID-LIT-061	in-domain	reading-room-article	he	ru	הם ידעו את ערכם ולא התפעלו עד מה מן 'ההסכמה הכללית' אשר מחוץ להם, בהיות כל חברת 'המסכימים' נחשבת בעיניהם למין מיוחד של בריות זרות להם ושונות מהם שנוי עצמי, בלי כל יחס וכל דמיון בינם ובינן.	Они знали себе цену и почти не поддавались влиянию внешнего «всеобщего согласия», поскольку всё общество «согласных» представлялось им особым видом чуждых существ, по самой своей природе отличных от них, без всякой связи и сходства между ними.	public/data/benyehuda/canon-v4.zip#library/by-10:21	e47ecae17fd926d704e857487b9ea573df3745fec5e339fe9175aafae71e8df3	none	
ID-LIT-062	in-domain	reading-room-prose	he	ru	"חמת ה' נתכה על עוללים ויונקים, בקרב ""התולעים הקטנים"" – מגיפת ה', מבתי-המדרש ומבית-הכנסת יישמע קול בכי ויללה."	Гнев Господень излился на младенцев и грудных детей; среди «маленьких червячков» разразилась Божья эпидемия, а из домов учения и синагоги доносится плач и вопль.	public/data/benyehuda/canon-v4.zip#library/by-113:21	aaeed59266671c6c88b0a921b0548ec807c67d9999584592ae11975213e7f90e	none	
ID-LIT-063	in-domain	reading-room-poetry	he	ru	לֶכֶת מִכָּל אֲשֶׁר הָיוּ לְפָנַי	Идти дальше всех, кто был прежде меня,	public/data/benyehuda/canon-v4.zip#library/by-174:13	1970c4c261b7c9993db8fb195b2dc3452f801acc1618ad4418839ae22fea3ed8	none	
ID-LIT-064	in-domain	reading-room-article	he	ru	אז היה היהודי יכול לשמוע במנוחת לב כל המגרעות המוסריות והחטאים המעשׂיים שטפלה עליו הסכמת העמים, מבלי להרגיש בנפשו שום בושה או שפלוּת פנימית.	Тогда еврей мог спокойно выслушивать все нравственные недостатки и практические грехи, которые приписывало ему согласие народов, не испытывая ни стыда, ни внутреннего унижения.	public/data/benyehuda/canon-v4.zip#library/by-10:22	187ef243c2649fc7064b2a4f0138aac1773c42c9ba5cf20ec25c98241b2997d0	none	
ID-LIT-065	in-domain	reading-room-prose	he	ru	זעקת אמהות רחמניות קורעת שמים.	Крик сострадательных матерей раздирает небеса.	public/data/benyehuda/canon-v4.zip#library/by-113:22	86db82e9ee44ae58df28f37e329cfbde725f72f76d7043cd8253adcb8abebd40	none	
ID-LIT-066	in-domain	reading-room-poetry	he	ru	וְאַחֲרַי בִּנְתִיב יֵתַע אָדָם בֶּן־תְּמוּתָה, -	И вслед за мною по тропе заблудится смертный человек, —	public/data/benyehuda/canon-v4.zip#library/by-174:14	3c7463fb43161956e5886a090afe9f06d791760d44ae7ca42fbc6af16c0457b0	none	
ID-LIT-067	in-domain	reading-room-article	he	ru	כי מה לו ולמחשבות 'הנכרים' עליו ועל ערכּוֹ?	Какое ему дело до мыслей «чужеземцев» о нём и о его достоинстве?	public/data/benyehuda/canon-v4.zip#library/by-10:23	00288af3383be9a255049cec3aed6cb6446770fb0dca564b21d600cd592e6bcf	none	
ID-LIT-068	in-domain	reading-room-prose	he	ru	"נרות למאות יאירו בכל פינות בתי-התפילה ו""החברת תהילים"" לא תדום אף רגע מהתפלל בעד החולים הקטנים."	Сотни свечей горят во всех уголках молитвенных домов, а «общество чтения Псалмов» ни на мгновение не прекращает молиться за больных детей.	public/data/benyehuda/canon-v4.zip#library/by-113:23	cf7e65fa08833a8928e3cd3d5618b5524139cfa4ddb24c07d31286d5911566ac	none	
ID-LIT-069	in-domain	reading-room-poetry	he	ru	רֶגַע בּוֹ קַצְתִּי בִּגְסִיסָה לַדּוֹרוֹת,	Мгновение, когда мне опротивело умирать из поколения в поколение,	public/data/benyehuda/canon-v4.zip#library/by-174:15	12e5be992e0a412e4c1b2cf4c66aa168347de5a26d51f1b0b103ea76bbfc00c7	none	
ID-LIT-070	in-domain	reading-room-article	he	ru	לוּ רק יתנו לו לישב בשלוה!	Лишь бы ему позволили жить спокойно!	public/data/benyehuda/canon-v4.zip#library/by-10:24	1f1d19bbc300f44e4067830cca18d9efaef77165851a29a37c3641e46e6d802c	none	
ID-LIT-071	in-domain	reading-room-prose	he	ru	אסכרה, אדמת ואבעבועות – וכפעם בפעם יכבה נר שעוָה ירוק וקטן.	Дифтерия, корь и оспа — и время от времени гаснет маленькая зелёная восковая свеча.	public/data/benyehuda/canon-v4.zip#library/by-113:24	621e127a9a5a31168b956bfc4293690572e8c5c40da44fa20b62d697d78ee919	none	
ID-LIT-072	in-domain	reading-room-poetry	he	ru	בְּמוֹעֵד בּוֹ אֶשְׁבֹּר אֲזִקֵּי הַנֶּפֶשׁ,	В назначенный час, когда я разобью оковы души,	public/data/benyehuda/canon-v4.zip#library/by-174:16	5fbcbf3611aa77f41693bf236b5a018c536521ceec5910fd3ec154b8ad4b2012	none	
ID-LIT-073	in-domain	reading-room-article	he	ru	– אבל בדור הזה אין הדבר כן, עתה 'עולמנו' נתרחב הרבה, וההסכמה האירופּית פועלת עלינו בחזקה בכל ענפי החיים.	Но в нынешнем поколении дело обстоит иначе: теперь наш «мир» значительно расширился, и европейское согласие сильно воздействует на нас во всех областях жизни.	public/data/benyehuda/canon-v4.zip#library/by-10:25	c2846b102b186625b369da6d33d31e6c17d0d7d58e58513d461297440a587a14	none	
ID-LIT-074	in-domain	reading-room-prose	he	ru	"את השעוָה תכלינה המחלות, ואת הפתיל ישאו ה""נושׂאים"" בעריבה אל חצר המוות."	Болезни уничтожают воск, а фитиль «носильщики» уносят на носилках во двор смерти.	public/data/benyehuda/canon-v4.zip#library/by-113:25	3e62fe579e1d03b85bdcea1a4c4b2f20316f3117448e50ff1f233af004e3d727	none	
ID-LIT-075	in-domain	reading-room-poetry	he	ru	זָקֵן הָעָם – אֱלֹהָיו זָקְנוּ עִמּוֹ!	Состарился народ — и его боги состарились вместе с ним!	public/data/benyehuda/canon-v4.zip#library/by-174:17	9ae60350321c9ff802b2066249e949815ccc26950e2ca6f6abec56d10800b7f4	none	
ID-LIT-076	in-domain	reading-room-article	he	ru	ולפי שאין אנו מוציאים עוד את 'הכל' מן הכלל, לכן נתפעל בעל כרחנו ממה ש'הכל' מוציאים אותנו מן הכלל, סופר אחד רוסי שאל באלו הימים בתמימוּת: אחר שכל העולם שׂונאים את היהודים, וכי אפשר לאמור, שכל העולם חייבים והיהודים זכאים?	И поскольку мы больше не исключаем «всех» из общего целого, нас поневоле задевает то, что «все» исключают из него нас. Один русский писатель недавно простодушно спросил: если весь мир ненавидит евреев, разве можно сказать, что весь мир виноват, а евреи невиновны?	public/data/benyehuda/canon-v4.zip#library/by-10:26	29141c85cc973372cc7e4754a7b0f02dd095a51001f477022f856ae3c3b1abfe	none	
ID-LIT-077	in-domain	reading-room-prose	he	ru	"""והחזיקו שבע נשים באיש אחד"" – הוא רופא העיר, ומי זה לא ידע את הרופא?"	«И ухватятся семь женщин за одного мужчину» — это городской врач; да кто же не знает врача?	public/data/benyehuda/canon-v4.zip#library/by-113:26	17e758fa802e1a1fe8809fa0e8efdbb571d643caf41e4993fa0ef8bea78fa905	none	
ID-LIT-078	in-domain	reading-room-poetry	he	ru	קָמוּ לִתְחִיָּה מִמַּסְגֵּר מְאַת דּוֹרוֹת.	Воскресли из заточения сотен поколений.	public/data/benyehuda/canon-v4.zip#library/by-174:18	9e04424e3006f4a646bc774785ceec093f97afaa595d20c2ddd07294723611e8	none	
ID-LIT-079	in-domain	reading-room-article	he	ru	– ושאלה כזו מתגנבת עתה גם אל לב רבים מאחינו: וכי אפשר לאמור, שכל אותן התכונות הנשחתות והמעשׂים הרעים שכל העולם מיחס ליהודים אינם אלא 'בדותא'?	И такой вопрос теперь проникает в сердца многих наших братьев: неужели все те испорченные свойства и дурные поступки, которые весь мир приписывает евреям, — лишь «выдумка»?	public/data/benyehuda/canon-v4.zip#library/by-10:27	8d79d43ac960a3ff645faa35db172990a60314e24847628e915cdaee6f6f5e93	none	
ID-LIT-080	in-domain	reading-room-prose	he	ru	"שמואל עושׂה-החבלים הוא אביו, וב""חדרי"" העיר למד מנעוריו."	Шмуэль-канатчик — его отец, а с юности он учился в городских «хедерах».	public/data/benyehuda/canon-v4.zip#library/by-113:27	dd8314040327b9f9c10baaa2e5c433c9e651450a782202080b30ee5b849149d4	none	
ID-LIT-081	in-domain	reading-room-poetry	he	ru	פִּסְלְךָ – סֵמֶל הַמָּאוֹר בַּחַיִּים;	Твой изваянный образ — символ светила жизни;	public/data/benyehuda/canon-v4.zip#library/by-174:19	9d2ac68830bbbd0356769ea104fd6c338889da0a8d89b2eb64e606fab6b02243	none	
ID-LIT-082	in-domain	reading-room-article	he	ru	והספק הזה, מכיון שנתעורר, מוצא לו מחיה בנקל באותם ההיקשים המוטעים 'מן הפרט אל הכלל' הרגילים מאד אצל המון בני האדם.	А раз сомнение возникло, оно легко находит себе пищу в тех ошибочных умозаключениях «от частного к общему», которые столь обычны среди людской массы.	public/data/benyehuda/canon-v4.zip#library/by-10:28	9b888f621bd23d0ae5f79af926f5fd439190a2ec013f26c06e85b4fd58cd10bd	none	
ID-LIT-083	in-domain	reading-room-prose	he	ru	"נשי רבותיו תקראנה אותו עד היום בשם ""יעַקלה"", הנשים הצעירות, אשר שׂחקו אתו יחד בחול בילדותן, תקראנה לו ""אדוני גוֹלדרינג"", ואלה אשר לא ידעוהו מעודן – ""אדוני הרופא""."	Жёны его учителей и поныне называют его «Янкеле»; молодые женщины, игравшие с ним в детстве в песке, называют его «господин Голдринг», а те, кто никогда прежде его не знал, — «господин доктор».	public/data/benyehuda/canon-v4.zip#library/by-113:28	52b925f57b637fdb94f1d47e625f44bcab0c551d1f1e1be3526073aac38bb8b5	none	
ID-LIT-084	in-domain	reading-room-poetry	he	ru	לַאֲשֶׁר הוּא נִשָּׂא בִּמְלֹא כָּל הָעוֹלָם,	Тому, кто возвышен во всей полноте мира,	public/data/benyehuda/canon-v4.zip#library/by-174:20	85e6d930e2b43f1bc1ef6c241f81286b35bbfda2dff48a188a087a194901634f	none	
ID-LIT-085	in-domain	reading-room-article	he	ru	הספור הידוע על דבר נוסע אחד, שבא לאחת הערים ונזדמן לאכסניא שהיה בה משרת כבד־פה, וכתב בפנקסו: בעיר פלונית משרתי האכסניות הם כבדי־פה, – הספור הזה מצייר בצורה של התוּל דרכי־ההגיון של ההמון ברוב משפטיו הכלליים.	Известный рассказ о путешественнике, который прибыл в один город, остановился в трактире с косноязычным слугой и записал в своей книжке: «В таком-то городе трактирные слуги косноязычны», — в шутливой форме изображает логику толпы в большинстве её общих суждений.	public/data/benyehuda/canon-v4.zip#library/by-10:29	f39a8c732e8a726c3edce3450e204ed3c7aa338148b4ff58114fb7092a1f8129	none	
ID-LIT-086	in-domain	reading-room-prose	he	ru	"כל אנשי העיר יזכרו עוד את העת, אשר החל ללמוד ""חומש"" ולהניח תפילין."	Все жители города ещё помнят то время, когда он начал учить «Хумаш» и накладывать тфилин.	public/data/benyehuda/canon-v4.zip#library/by-113:29	0ac985f93ebbf7d028cea00051bcea7514c3199be891f707361caa92b80d4244	none	
ID-LIT-087	in-domain	reading-room-poetry	he	ru	לַאֲשֶׁר הוּא נֶהְדָּר בִּמְלֹא כָּל הַבְּרִיאָה,	Тому, кто великолепен во всей полноте творения,	public/data/benyehuda/canon-v4.zip#library/by-174:21	5fccf43b0bf846599f8600a643a0216b82de4af067fd3a15fc0b86cb32d0398d	none	
ID-LIT-088	in-domain	reading-room-article	he	ru	– על משפטים ממין זה תוכל להשען, וגם תשען באמת, ההסכמה הכללית ביחוסה אלינו: פלוני ופלוני הם יהודים לפי שמם ורמאים לפי תכוּנתם; שמע מינה, שהיהודים הם לפי תכונתם רמאים.	На суждения подобного рода может опереться — и действительно опирается — всеобщее согласие в своём отношении к нам: такой-то и такой-то по имени евреи, а по характеру мошенники; следовательно, евреи по своему характеру мошенники.	public/data/benyehuda/canon-v4.zip#library/by-10:30	56dd226aa9f921fb6be29526ae5dddae2efdc91d80c06b85245f659dd592c2a3	none	
ID-LIT-089	in-domain	reading-room-prose	he	ru	"אחדים יזכרו גם את ""הדרשה"", אשר דרש לפני הקרואים אל המשתה, אשר עשׂה אז אביו – הוא היה באמת ""עילוּי שבעילוּיים""."	Некоторые помнят и «проповедь», которую он произнёс перед гостями на пиршестве, устроенном тогда его отцом: он и в самом деле был «гением среди гениев».	public/data/benyehuda/canon-v4.zip#library/by-113:30	1732239f0b27543292400173350986209f4f02da62694baf2d0981dd6e8c498a	none	
ID-LIT-090	in-domain	reading-room-poetry	he	ru	לַאֲשֶׁר יֵשׁ מְרוֹמָם בְּסוֹד־סוֹדוֹת הַיְצִירָה.	Тому, кто высоко вознесён в сокровенной тайне мироздания.	public/data/benyehuda/canon-v4.zip#library/by-174:22	65c37759950d084d424115bb0bee70ef6f308f3e54cc50501c58da8e92b03807	none	
ID-LIT-091	in-domain	reading-room-article	he	ru	וכדי לברר הדבר, צריך לבדוֹק תחלה אותם 'האחרים' המשתתפים יחד עם היהודים בכללים אחרים.	Чтобы прояснить дело, прежде следует исследовать тех «других», которые вместе с евреями входят в иные общие категории.	public/data/benyehuda/canon-v4.zip#library/by-10:31	843546f6bf0d435a4dc16b5773a889f4d500d14f9b592068f67cba291303954c	none	
